Date,RouteID,StopID,ScheduledArrival,ActualArrival,DelayMinutes,PassengerCount,Capacity,LoadFactor,DistanceKM,Weather,AnomalyFlag
2024-02-04,R028,S0273,2024-02-04 04:52:00,2024-02-04 04:53:40.562302440,1.68,60,70,0.86,1.86,Clear,0
2024-03-10,R046,S0341,2024-03-10 15:23:00,2024-03-10 15:43:02.133491580,20.04,15,70,0.21,6.42,Clear,0
2024-01-06,R004,S0212,2024-01-06 12:07:00,2024-01-06 12:14:41.983806540,7.7,17,80,0.21,8.54,Fog,0
2024-04-08,R024,S0348,2024-04-08 04:11:00,2024-04-08 04:07:36.460103340,-3.39,46,70,0.66,6.59,Clear,0
2024-04-17,R008,S0588,2024-04-17 07:14:00,2024-04-17 07:22:03.452922540,8.06,65,50,1.3,7.54,Storm,0
2024-01-11,R017,S0296,2024-01-11 19:33:00,2024-01-11 19:41:08.705984100,8.15,39,50,0.78,4.22,Clear,0
2024-02-07,R034,S0390,2024-02-07 13:44:00,2024-02-07 13:58:37.270243020,14.62,74,50,1.48,8.86,Clear,0
2024-03-31,R020,S0088,2024-03-31 13:34:00,2024-03-31 13:47:08.676537120,13.14,78,80,0.98,9.86,Rain,0
2024-01-26,R016,S0427,2024-01-26 19:02:00,2024-01-26 19:00:14.916098100,25.14,39,50,0.78,10.51,Clear,1
2024-01-28,R010,S0170,2024-01-28 18:10:00,2024-01-28 18:16:12.230023320,6.2,19,80,0.24,8.64,Clear,0
2024-03-12,R034,S0147,2024-03-12 00:28:00,2024-03-12 00:38:45.897775920,10.76,27,50,0.54,10.29,Clear,0
2024-03-29,R043,S0240,2024-03-29 18:05:00,2024-03-29 18:02:09.155200740,-2.85,37,60,0.62,9.44,Rain,0
2024-03-23,R010,S0055,2024-03-23 06:34:00,2024-03-23 06:39:33.680306699,5.56,74,60,1.23,1.08,Clear,0
2024-03-20,R030,S0520,2024-03-20 18:31:00,2024-03-20 18:26:00.000000000,-5.0,39,50,0.78,3.69,Rain,0
2024-02-19,R030,S0299,2024-02-19 10:31:00,2024-02-19 10:37:36.928032600,6.62,24,70,0.34,5.21,Clear,0
2024-02-27,R025,S0562,2024-02-27 10:31:00,2024-02-27 10:38:01.798116540,7.03,61,60,1.02,9.79,Clear,0
2024-01-26,R046,S0004,2024-01-26 01:20:00,2024-01-26 01:20:40.633736220,0.68,18,70,0.26,6.56,Storm,0
2024-02-13,R043,S0364,2024-02-13 02:44:00,2024-02-13 02:57:37.369975500,13.62,75,50,1.5,7.54,Clear,0
2024-01-15,R041,S0292,2024-01-15 11:09:00,2024-01-15 11:24:17.107292640,15.29,77,60,1.28,2.18,Clear,0
2024-04-12,R007,S0389,2024-04-12 01:08:00,2024-04-12 01:03:24.687480780,7.71,44,60,0.73,4.66,Clear,1
2024-03-16,R047,S0471,2024-03-16 12:20:00,2024-03-16 12:35:57.681440220,15.96,15,80,0.19,9.19,Rain,0
2024-01-24,R020,S0531,2024-01-24 08:40:00,2024-01-24 08:45:36.323251260,5.61,17,80,0.21,8.48,Clear,0
2024-03-17,R017,S0426,2024-03-17 19:55:00,2024-03-17 19:52:08.889258960,-2.85,48,80,0.6,8.69,Rain,0
2024-02-28,R003,S0399,2024-02-28 02:14:00,2024-02-28 02:31:42.056333160,17.7,77,80,0.96,3.23,Clear,0
2024-02-26,R047,S0304,2024-02-26 11:55:00,2024-02-26 12:01:00.144875700,6.0,48,60,0.8,2.45,Clear,0
2024-01-17,R046,S0104,2024-01-17 18:32:00,2024-01-17 18:27:00.000000000,-5.0,10,70,0.14,11.12,Clear,0
2024-03-17,R040,S0331,2024-03-17 11:44:00,2024-03-17 11:42:18.811480740,-1.69,44,80,0.55,1.57,Clear,0
2024-03-21,R036,S0364,2024-03-21 00:21:00,2024-03-21 00:27:03.686162220,6.06,20,80,0.25,7.88,Clear,0
2024-04-16,R026,S0366,2024-04-16 04:15:00,2024-04-16 04:24:22.876647960,9.38,76,80,0.95,5.08,Rain,0
2024-01-01,R010,S0082,2024-01-01 08:24:00,2024-01-01 08:39:26.063440620,15.43,17,50,0.34,10.04,Clear,0
2024-01-11,R034,S0567,2024-01-11 10:20:00,2024-01-11 10:28:59.731238880,44.41,46,60,0.77,6.71,Clear,1
2024-01-20,R014,S0085,2024-01-20 14:19:00,2024-01-20 14:14:00.000000000,-5.0,49,80,0.61,4.17,Storm,0
2024-01-31,R008,S0219,2024-01-31 05:34:00,2024-01-31 05:33:17.647719240,-0.71,44,70,0.63,0.66,Clear,0
2024-04-17,R027,S0368,2024-04-17 17:01:00,2024-04-17 17:28:22.041847620,27.37,28,70,0.4,6.68,Clear,0
2024-04-08,R010,S0242,2024-04-08 05:00:00,2024-04-08 05:24:18.275247000,24.3,61,70,0.87,11.03,Clear,0
2024-02-08,R050,S0162,2024-02-08 20:34:00,2024-02-08 20:41:31.979122920,7.53,63,70,0.9,6.91,Clear,0
2024-03-03,R015,S0179,2024-03-03 05:09:00,2024-03-03 05:21:33.644853660,12.56,45,80,0.56,0.84,Rain,0
2024-01-06,R037,S0092,2024-01-06 13:48:00,2024-01-06 13:57:25.834540920,9.43,15,60,0.25,2.05,Clear,0
2024-04-08,R022,S0500,2024-04-08 20:38:00,2024-04-08 20:56:32.248843920,18.54,69,70,0.99,0.53,Clear,0
2024-01-28,R045,S0506,2024-01-28 02:47:00,2024-01-28 02:58:53.161914000,44.67,16,70,0.23,9.16,Clear,1
2024-02-20,R050,S0169,2024-02-20 13:35:00,2024-02-20 13:42:04.568867580,7.08,15,80,0.19,3.75,Clear,0
2024-02-22,R031,S0387,2024-02-22 00:24:00,2024-02-22 00:42:24.906014760,18.42,49,50,0.98,6.45,Clear,0
2024-04-25,R002,S0321,2024-04-25 12:04:00,2024-04-25 12:13:14.807427480,9.25,51,70,0.73,9.34,Clear,0
2024-04-14,R045,S0101,2024-04-14 17:00:00,2024-04-14 17:01:07.819294500,1.13,8,50,0.16,7.77,Storm,0
2024-02-13,R031,S0296,2024-02-13 00:54:00,2024-02-13 01:06:45.773039760,12.76,48,70,0.69,6.45,Rain,0
2024-03-05,R014,S0193,2024-03-05 18:40:00,2024-03-05 18:52:23.309018820,12.39,61,60,1.02,3.37,Rain,0
2024-03-20,R010,S0461,2024-03-20 03:25:00,2024-03-20 03:25:33.354865860,0.56,44,60,0.73,3.79,Rain,0
2024-04-22,R030,S0286,2024-04-22 03:00:00,2024-04-22 03:17:49.487193060,17.82,71,70,1.01,9.97,Rain,0
2024-04-18,R036,S0216,2024-04-18 07:01:00,2024-04-18 07:12:08.656546980,11.14,60,60,1.0,1.06,Clear,0
2024-01-12,R047,S0456,2024-01-12 13:27:00,2024-01-12 13:31:42.975564000,4.72,24,70,0.34,11.71,Rain,0
2024-01-28,R040,S0228,2024-01-28 15:23:00,2024-01-28 15:32:13.620139740,9.23,47,60,0.78,5.7,Clear,0
2024-04-26,R015,S0361,2024-04-26 17:54:00,2024-04-26 18:10:52.376908440,52.56,32,60,0.53,6.68,Fog,1
2024-03-19,R014,S0043,2024-03-19 18:37:00,2024-03-19 18:43:15.192581220,6.25,69,70,0.99,2.09,Clear,0
2024-03-12,R031,S0181,2024-03-12 03:52:00,2024-03-12 03:54:11.314995240,2.19,23,60,0.38,2.29,Clear,0
2024-03-08,R029,S0511,2024-03-08 14:51:00,2024-03-08 14:47:31.959442500,-3.47,72,50,1.44,4.8,Clear,0
2024-04-04,R027,S0462,2024-04-04 00:19:00,2024-04-04 00:14:00.000000000,-5.0,22,50,0.44,5.77,Rain,0
2024-04-19,R021,S0286,2024-04-19 05:53:00,2024-04-19 05:51:50.718726780,-1.15,37,80,0.46,11.56,Clear,0
2024-01-30,R009,S0297,2024-01-30 16:12:00,2024-01-30 16:11:47.487394860,10.28,54,60,0.9,5.13,Clear,1
2024-04-28,R020,S0556,2024-04-28 19:53:00,2024-04-28 20:16:33.583165919,23.56,12,80,0.15,10.04,Clear,0
2024-02-04,R035,S0037,2024-02-04 07:42:00,2024-02-04 07:37:00.000000000,-5.0,45,70,0.64,10.76,Clear,0
2024-01-06,R015,S0083,2024-01-06 09:50:00,2024-01-06 09:52:38.508840660,2.64,7,50,0.14,7.82,Clear,0
2024-04-11,R024,S0257,2024-04-11 05:20:00,2024-04-11 05:15:00.000000000,-5.0,10,70,0.14,11.52,Rain,0
2024-03-25,R049,S0217,2024-03-25 10:25:00,2024-03-25 10:25:00.607384980,0.01,18,50,0.36,2.72,Fog,0
2024-01-30,R016,S0522,2024-01-30 04:33:00,2024-01-30 05:03:49.631562360,30.83,41,70,0.59,5.59,Clear,0
2024-03-20,R036,S0026,2024-03-20 02:31:00,2024-03-20 02:26:00.000000000,-5.0,8,50,0.16,11.56,Clear,0
2024-03-03,R011,S0251,2024-03-03 08:20:00,2024-03-03 08:22:14.836165320,2.25,26,50,0.52,5.64,Clear,0
2024-01-08,R008,S0215,2024-01-08 05:09:00,2024-01-08 05:04:00.000000000,-5.0,63,70,0.9,11.11,Clear,0
2024-03-31,R003,S0320,2024-03-31 21:47:00,2024-03-31 21:55:16.357664819,8.27,67,80,0.84,10.39,Clear,0
2024-02-02,R019,S0411,2024-02-02 18:03:00,2024-02-02 18:17:48.820107240,14.81,49,60,0.82,5.98,Clear,0
2024-02-12,R046,S0459,2024-02-12 20:12:00,2024-02-12 20:07:00.000000000,-5.0,51,60,0.85,8.18,Rain,0
2024-03-16,R041,S0324,2024-03-16 19:04:00,2024-03-16 19:18:02.421005760,14.04,18,80,0.22,5.67,Fog,0
2024-02-12,R003,S0530,2024-02-12 03:09:00,2024-02-12 03:27:28.615856580,18.48,13,60,0.22,6.07,Clear,0
2024-02-14,R036,S0339,2024-02-14 15:33:00,2024-02-14 15:47:55.007025540,14.92,73,60,1.22,7.39,Clear,0
2024-04-15,R025,S0228,2024-04-15 09:32:00,2024-04-15 09:40:06.650360820,8.11,73,70,1.04,5.92,Clear,0
2024-04-25,R036,S0236,2024-04-25 04:38:00,2024-04-25 04:33:00.000000000,-5.0,32,50,0.64,10.32,Clear,0
2024-03-27,R011,S0366,2024-03-27 05:19:00,2024-03-27 05:40:57.805154940,21.96,22,50,0.44,4.33,Rain,0
2024-02-23,R016,S0434,2024-02-23 19:20:00,2024-02-23 19:22:29.265540180,28.01,55,70,0.79,2.75,Clear,1
2024-04-19,R017,S0449,2024-04-19 02:27:00,2024-04-19 02:26:42.784101840,-0.29,56,60,0.93,6.01,Clear,0
2024-04-12,R042,S0507,2024-04-12 12:54:00,2024-04-12 13:07:16.541857260,13.28,57,70,0.81,9.89,Clear,0
2024-04-19,R024,S0276,2024-04-19 02:45:00,2024-04-19 02:47:57.969346860,2.97,76,50,1.52,11.21,Clear,0
2024-04-24,R017,S0062,2024-04-24 21:20:00,2024-04-24 21:16:59.993261940,-3.0,14,60,0.23,7.69,Clear,0
2024-04-24,R048,S0331,2024-04-24 19:36:00,2024-04-24 19:37:24.148686720,1.4,25,80,0.31,3.5,Clear,0
2024-03-05,R020,S0187,2024-03-05 07:34:00,2024-03-05 07:37:38.282232480,3.64,65,60,1.08,3.18,Rain,0
2024-01-07,R022,S0537,2024-01-07 16:43:00,2024-01-07 17:01:41.713337460,18.7,77,60,1.28,8.4,Clear,0
2024-02-05,R006,S0505,2024-02-05 12:49:00,2024-02-05 12:56:09.824476080,7.16,29,80,0.36,5.3,Fog,0
2024-01-25,R007,S0321,2024-01-25 14:16:00,2024-01-25 14:32:24.378452760,16.41,79,50,1.58,6.42,Clear,0
2024-03-25,R014,S0193,2024-03-25 17:00:00,2024-03-25 17:00:14.305248480,0.24,42,80,0.52,11.77,Rain,0
2024-02-06,R011,S0254,2024-02-06 09:00:00,2024-02-06 08:55:57.011341440,-4.05,75,60,1.25,4.57,Fog,0
2024-01-12,R012,S0579,2024-01-12 02:26:00,2024-01-12 02:41:22.184117820,15.37,47,60,0.78,11.64,Fog,0
2024-02-01,R046,S0314,2024-02-01 19:45:00,2024-02-01 19:47:24.838248420,2.41,36,60,0.6,2.82,Clear,0
2024-02-18,R005,S0552,2024-02-18 19:37:00,2024-02-18 19:40:48.908885580,3.82,66,50,1.32,11.37,Clear,0
2024-02-07,R005,S0224,2024-02-07 13:24:00,2024-02-07 13:39:19.144598880,15.32,9,70,0.13,5.27,Clear,0
2024-02-25,R020,S0431,2024-02-25 03:11:00,2024-02-25 03:07:22.230308460,-3.63,63,50,1.26,3.44,Rain,0
2024-03-20,R015,S0356,2024-03-20 09:29:00,2024-03-20 09:37:38.539466220,8.64,30,50,0.6,11.81,Clear,0
2024-03-05,R026,S0427,2024-03-05 08:28:00,2024-03-05 08:31:37.954107120,25.01,43,80,0.54,7.11,Rain,1
2024-04-17,R033,S0392,2024-04-17 10:03:00,2024-04-17 10:11:48.329799900,8.81,41,50,0.82,4.69,Clear,0
2024-01-26,R030,S0222,2024-01-26 12:17:00,2024-01-26 12:29:10.948572240,12.18,51,80,0.64,2.75,Clear,0
2024-02-26,R024,S0103,2024-02-26 03:30:00,2024-02-26 03:55:16.169698800,25.27,72,50,1.44,5.67,Rain,0
2024-01-14,R023,S0318,2024-01-14 09:39:00,2024-01-14 09:34:00.000000000,-5.0,68,80,0.85,11.82,Clear,0
2024-02-25,R009,S0537,2024-02-25 11:55:00,2024-02-25 11:54:22.905892200,-0.62,76,70,1.09,3.68,Clear,0
2024-03-10,R003,S0219,2024-03-10 11:07:00,2024-03-10 11:13:14.550991740,6.24,7,80,0.09,4.42,Clear,0
2024-02-10,R036,S0438,2024-02-10 18:29:00,2024-02-10 18:32:18.120217620,3.3,77,60,1.28,2.49,Clear,0
2024-02-20,R048,S0169,2024-02-20 17:42:00,2024-02-20 17:41:28.976010901,-0.52,43,50,0.86,6.61,Clear,0
2024-03-24,R007,S0592,2024-03-24 20:52:00,2024-03-24 20:47:00.000000000,-5.0,23,80,0.29,8.54,Clear,0
2024-03-07,R022,S0072,2024-03-07 00:46:00,2024-03-07 00:44:39.591035400,-1.34,78,70,1.11,8.64,Clear,0
2024-04-26,R014,S0575,2024-04-26 04:01:00,2024-04-26 04:09:06.253494180,8.1,42,80,0.52,2.42,Clear,0
2024-04-16,R048,S0456,2024-04-16 03:36:00,2024-04-16 03:49:44.705524020,13.75,65,70,0.93,8.02,Fog,0
2024-01-12,R029,S0075,2024-01-12 11:56:00,2024-01-12 11:59:53.911851000,3.9,76,80,0.95,10.36,Clear,0
2024-04-06,R050,S0263,2024-04-06 05:32:00,2024-04-06 05:40:35.910038520,8.6,66,60,1.1,3.61,Clear,0
2024-02-18,R016,S0469,2024-02-18 08:32:00,2024-02-18 08:37:01.780018140,5.03,30,70,0.43,3.84,Rain,0
2024-04-23,R048,S0597,2024-04-23 10:04:00,2024-04-23 10:12:54.904665780,8.92,72,50,1.44,6.59,Clear,0
2024-04-18,R034,S0518,2024-04-18 01:40:00,2024-04-18 01:35:00.000000000,-5.0,23,70,0.33,4.91,Clear,0
2024-01-01,R010,S0199,2024-01-01 16:00:00,2024-01-01 16:10:23.476431060,10.39,40,60,0.67,1.36,Clear,0
2024-01-19,R007,S0338,2024-01-19 00:16:00,2024-01-19 00:15:20.362247760,-0.66,56,80,0.7,0.58,Fog,0
2024-03-06,R025,S0038,2024-03-06 10:28:00,2024-03-06 10:27:53.678329380,-0.11,75,70,1.07,2.16,Clear,0
2024-02-27,R027,S0319,2024-02-27 19:23:00,2024-02-27 19:27:11.541908640,4.19,63,60,1.05,4.75,Rain,0
2024-03-27,R015,S0140,2024-03-27 07:13:00,2024-03-27 07:16:07.159796280,3.12,54,80,0.68,3.25,Clear,0
2024-04-18,R032,S0248,2024-04-18 02:16:00,2024-04-18 02:14:51.223630080,-1.15,23,50,0.46,9.98,Clear,0
2024-03-12,R028,S0427,2024-03-12 00:50:00,2024-03-12 01:06:05.397857760,16.09,51,60,0.85,6.83,Clear,0
2024-04-07,R009,S0195,2024-04-07 11:45:00,2024-04-07 11:52:37.272148680,7.62,61,50,1.22,3.99,Clear,0
2024-01-04,R007,S0215,2024-01-04 14:44:00,2024-01-04 14:43:24.336054660,-0.59,10,80,0.12,4.34,Rain,0
2024-01-08,R016,S0541,2024-01-08 12:04:00,2024-01-08 12:04:28.899932940,0.48,61,60,1.02,3.1,Clear,0
2024-01-27,R026,S0389,2024-01-27 09:16:00,2024-01-27 09:21:16.918262699,5.28,44,50,0.88,11.83,Clear,0
2024-01-26,R035,S0429,2024-01-26 06:16:00,2024-01-26 06:17:08.468454060,1.14,22,50,0.44,4.4,Rain,0
2024-04-06,R017,S0152,2024-04-06 21:51:00,2024-04-06 21:47:26.123020440,-3.56,7,50,0.14,4.02,Clear,0
2024-02-12,R023,S0103,2024-02-12 06:39:00,2024-02-12 06:44:38.793122220,5.65,75,60,1.25,1.15,Clear,0
2024-04-13,R008,S0405,2024-04-13 08:37:00,2024-04-13 08:41:38.264695800,4.64,27,50,0.54,5.35,Clear,0
2024-04-18,R002,S0288,2024-04-18 02:33:00,2024-04-18 02:36:31.379811360,3.52,45,50,0.9,4.45,Clear,0
2024-04-21,R031,S0133,2024-04-21 11:59:00,2024-04-21 12:17:42.619617720,18.71,47,60,0.78,6.81,Clear,0
2024-02-09,R032,S0446,2024-02-09 03:39:00,2024-02-09 03:43:44.277374640,4.74,77,80,0.96,1.33,Clear,0
2024-02-19,R029,S0402,2024-02-19 15:09:00,2024-02-19 15:04:49.471451040,-4.18,38,60,0.63,1.71,Clear,0
2024-03-07,R003,S0035,2024-03-07 08:15:00,2024-03-07 08:24:28.264449780,9.47,53,70,0.76,4.81,Clear,0
2024-03-13,R008,S0592,2024-03-13 20:25:00,2024-03-13 20:20:00.000000000,-5.0,10,60,0.17,6.36,Clear,0
2024-03-14,R002,S0344,2024-03-14 01:17:00,2024-03-14 01:35:17.778209160,18.3,77,70,1.1,7.36,Clear,0
2024-01-29,R031,S0484,2024-01-29 17:11:00,2024-01-29 17:13:44.473795200,2.74,9,70,0.13,7.49,Clear,0
2024-03-25,R049,S0521,2024-03-25 01:43:00,2024-03-25 01:40:49.240841700,12.26,30,50,0.6,4.86,Clear,1
2024-04-28,R037,S0388,2024-04-28 10:51:00,2024-04-28 10:52:53.182472220,1.89,62,70,0.89,7.79,Clear,0
2024-04-26,R020,S0545,2024-04-26 17:24:00,2024-04-26 17:32:51.023557800,8.85,73,70,1.04,8.41,Clear,0
2024-02-11,R029,S0011,2024-02-11 05:52:00,2024-02-11 05:47:00.000000000,-5.0,45,70,0.64,11.64,Clear,0
2024-04-23,R017,S0581,2024-04-23 10:19:00,2024-04-23 10:22:46.045640460,3.77,17,60,0.28,7.13,Rain,0
2024-01-18,R010,S0138,2024-01-18 06:14:00,2024-01-18 06:23:14.999807760,48.62,35,50,0.7,5.39,Rain,1
2024-03-21,R041,S0131,2024-03-21 04:33:00,2024-03-21 04:50:53.100965760,38.8,17,70,0.24,0.9,Clear,1
2024-04-27,R022,S0399,2024-04-27 12:32:00,2024-04-27 12:27:00.000000000,-5.0,6,50,0.12,11.85,Clear,0
2024-04-28,R006,S0251,2024-04-28 11:45:00,2024-04-28 11:40:00.000000000,-5.0,30,60,0.5,11.04,Storm,0
2024-01-21,R043,S0366,2024-01-21 12:44:00,2024-01-21 12:46:33.491227800,2.56,79,80,0.99,11.36,Clear,0
2024-03-07,R034,S0421,2024-03-07 20:24:00,2024-03-07 20:32:58.648892100,8.98,66,80,0.82,4.95,Rain,0
2024-03-02,R031,S0424,2024-03-02 11:08:00,2024-03-02 11:06:39.855149880,-1.34,61,80,0.76,3.87,Clear,0
2024-01-27,R012,S0162,2024-01-27 03:48:00,2024-01-27 03:52:40.932510000,4.68,22,70,0.31,5.99,Clear,0
2024-04-05,R012,S0095,2024-04-05 18:34:00,2024-04-05 18:41:26.228394060,7.44,75,50,1.5,2.67,Clear,0
2024-04-15,R016,S0162,2024-04-15 16:48:00,2024-04-15 17:00:43.179620100,12.72,69,60,1.15,7.32,Rain,0
2024-04-02,R025,S0361,2024-04-02 21:29:00,2024-04-02 21:42:24.820825260,13.41,12,50,0.24,2.6,Clear,0
2024-02-16,R022,S0229,2024-02-16 19:48:00,2024-02-16 19:43:00.000000000,-5.0,62,70,0.89,6.95,Clear,0
2024-04-02,R027,S0116,2024-04-02 01:32:00,2024-04-02 01:30:00.704078040,-1.99,38,50,0.76,8.58,Clear,0
2024-01-26,R024,S0221,2024-01-26 07:15:00,2024-01-26 07:10:00.000000000,-5.0,67,70,0.96,8.05,Clear,0
2024-01-09,R012,S0463,2024-01-09 20:38:00,2024-01-09 20:55:49.597025880,17.83,17,50,0.34,10.72,Clear,0
2024-03-31,R018,S0315,2024-03-31 12:32:00,2024-03-31 12:29:20.215956060,15.23,5,60,0.08,4.63,Rain,1
2024-01-12,R045,S0330,2024-01-12 18:21:00,2024-01-12 18:22:51.340144620,1.86,56,70,0.8,6.76,Clear,0
2024-01-16,R047,S0286,2024-01-16 13:57:00,2024-01-16 13:56:19.708080780,-0.67,71,80,0.89,7.63,Storm,0
2024-02-16,R016,S0182,2024-02-16 13:12:00,2024-02-16 13:27:07.617917580,15.13,38,70,0.54,1.39,Clear,0
2024-02-25,R004,S0456,2024-02-25 08:23:00,2024-02-25 08:18:36.085108740,-4.4,49,60,0.82,4.11,Rain,0
2024-03-06,R012,S0275,2024-03-06 06:09:00,2024-03-06 06:29:07.883273760,20.13,10,50,0.2,8.36,Fog,0
2024-02-20,R049,S0037,2024-02-20 21:26:00,2024-02-20 21:21:00.000000000,-5.0,59,50,1.18,10.53,Clear,0
2024-04-12,R033,S0443,2024-04-12 10:13:00,2024-04-12 10:08:00.000000000,-5.0,57,60,0.95,1.08,Clear,0
2024-01-27,R022,S0036,2024-01-27 19:47:00,2024-01-27 19:44:55.644946440,-2.07,10,80,0.12,11.59,Clear,0
2024-03-13,R018,S0068,2024-03-13 03:51:00,2024-03-13 04:16:28.207193040,25.47,8,70,0.11,2.35,Rain,0
2024-04-19,R048,S0410,2024-04-19 13:02:00,2024-04-19 12:57:00.000000000,-5.0,14,70,0.2,6.56,Clear,0
2024-03-06,R033,S0360,2024-03-06 09:35:00,2024-03-06 09:43:57.669697200,8.96,42,50,0.84,2.26,Fog,0
2024-04-15,R027,S0121,2024-04-15 06:07:00,2024-04-15 06:11:27.422366040,4.46,67,60,1.12,10.35,Clear,0
2024-03-02,R042,S0556,2024-03-02 03:54:00,2024-03-02 03:59:12.792022140,36.45,26,60,0.43,3.28,Storm,1
2024-03-11,R019,S0482,2024-03-11 19:23:00,2024-03-11 19:45:49.884106560,22.83,43,60,0.72,11.11,Clear,0
2024-01-08,R048,S0289,2024-01-08 04:57:00,2024-01-08 04:56:08.441433780,-0.86,43,50,0.86,6.98,Rain,0
2024-02-07,R014,S0090,2024-02-07 08:01:00,2024-02-07 08:10:21.182870760,37.51,75,70,1.07,8.21,Clear,1
2024-01-06,R025,S0212,2024-01-06 14:50:00,2024-01-06 14:55:06.843642180,5.11,7,60,0.12,1.75,Clear,0
2024-04-29,R034,S0575,2024-04-29 17:11:00,2024-04-29 17:10:45.418440720,-0.24,57,80,0.71,4.15,Clear,0
2024-02-28,R024,S0072,2024-02-28 13:31:00,2024-02-28 13:29:36.619472400,-1.39,6,50,0.12,6.24,Clear,0
2024-01-19,R038,S0290,2024-01-19 15:10:00,2024-01-19 15:18:06.967084320,8.12,70,70,1.0,6.53,Clear,0
2024-03-19,R023,S0367,2024-03-19 08:56:00,2024-03-19 08:57:19.685339340,12.33,62,60,1.03,3.68,Clear,1
2024-02-25,R005,S0027,2024-02-25 13:26:00,2024-02-25 13:27:29.336890500,1.49,42,50,0.84,4.95,Clear,0
2024-04-18,R044,S0420,2024-04-18 12:56:00,2024-04-18 12:51:01.811084820,-4.97,73,70,1.04,4.55,Clear,0
2024-01-28,R036,S0362,2024-01-28 19:58:00,2024-01-28 19:56:36.547091280,-1.39,9,70,0.13,3.66,Clear,0
2024-04-03,R024,S0565,2024-04-03 06:46:00,2024-04-03 06:55:57.508759320,9.96,39,70,0.56,4.42,Fog,0
2024-03-31,R036,S0455,2024-03-31 13:44:00,2024-03-31 13:43:33.065483160,-0.45,66,80,0.82,1.76,Fog,0
2024-01-10,R005,S0472,2024-01-10 02:13:00,2024-01-10 02:23:07.893592739,10.13,25,50,0.5,7.87,Rain,0
2024-02-14,R039,S0591,2024-02-14 01:31:00,2024-02-14 01:44:01.514685480,13.03,57,50,1.14,9.87,Clear,0
2024-04-04,R006,S0369,2024-04-04 07:45:00,2024-04-04 07:55:52.178985840,10.87,18,70,0.26,4.57,Clear,0
2024-03-05,R045,S0326,2024-03-05 15:04:00,2024-03-05 15:20:36.534111600,16.61,32,80,0.4,10.32,Clear,0
2024-02-19,R036,S0410,2024-02-19 03:54:00,2024-02-19 04:08:52.504128180,14.88,63,60,1.05,10.84,Clear,0
2024-02-01,R045,S0503,2024-02-01 16:13:00,2024-02-01 16:26:51.226054080,29.95,63,50,1.26,6.13,Clear,1
2024-03-01,R004,S0025,2024-03-01 11:30:00,2024-03-01 11:32:22.268550540,2.37,33,80,0.41,5.09,Clear,0
2024-01-16,R010,S0161,2024-01-16 02:43:00,2024-01-16 02:38:00.000000000,-5.0,27,60,0.45,10.52,Clear,0
2024-01-06,R001,S0195,2024-01-06 18:14:00,2024-01-06 18:09:00.000000000,-5.0,14,50,0.28,5.4,Rain,0
2024-03-06,R021,S0421,2024-03-06 06:05:00,2024-03-06 06:08:10.106712060,3.17,69,60,1.15,7.7,Clear,0
2024-03-02,R040,S0013,2024-03-02 04:18:00,2024-03-02 04:27:32.192207580,9.54,10,60,0.17,2.77,Clear,0
2024-04-15,R039,S0407,2024-04-15 19:37:00,2024-04-15 19:51:48.232587300,14.8,79,60,1.32,0.8,Clear,0
2024-03-06,R037,S0355,2024-03-06 11:50:00,2024-03-06 11:48:27.391443180,-1.54,43,60,0.72,5.39,Rain,0
2024-03-07,R003,S0246,2024-03-07 08:36:00,2024-03-07 08:47:55.507291740,11.93,63,80,0.79,9.01,Clear,0
2024-01-19,R047,S0088,2024-01-19 04:56:00,2024-01-19 05:01:20.650580940,5.34,9,80,0.11,2.42,Clear,0
2024-01-04,R031,S0439,2024-01-04 18:49:00,2024-01-04 18:55:50.232996600,6.84,67,70,0.96,1.1,Rain,0
2024-04-14,R027,S0421,2024-04-14 05:33:00,2024-04-14 05:43:56.542904280,10.94,59,70,0.84,9.45,Clear,0
2024-02-12,R017,S0256,2024-02-12 06:29:00,2024-02-12 06:43:02.884078140,14.05,53,60,0.88,11.18,Clear,0
2024-01-18,R023,S0276,2024-01-18 00:20:00,2024-01-18 00:18:16.143062040,-1.73,43,50,0.86,3.6,Clear,0
2024-03-22,R013,S0007,2024-03-22 16:27:00,2024-03-22 16:28:31.045091340,1.52,10,50,0.2,3.76,Rain,0
2024-04-20,R047,S0500,2024-04-20 15:10:00,2024-04-20 15:33:10.416373080,23.17,10,80,0.12,3.02,Fog,0
2024-02-15,R027,S0246,2024-02-15 17:47:00,2024-02-15 17:42:00.000000000,-5.0,36,80,0.45,11.54,Clear,0
2024-04-18,R020,S0346,2024-04-18 08:20:00,2024-04-18 08:39:12.932660340,19.22,79,60,1.32,10.31,Clear,0
2024-04-27,R046,S0204,2024-04-27 00:15:00,2024-04-27 00:14:36.978573240,-0.38,44,60,0.73,4.59,Rain,0
2024-02-15,R013,S0482,2024-02-15 00:34:00,2024-02-15 00:42:06.798220200,8.11,8,80,0.1,7.81,Clear,0
2024-03-25,R044,S0480,2024-03-25 02:52:00,2024-03-25 03:07:07.206885420,15.12,24,80,0.3,9.44,Rain,0
2024-01-21,R024,S0094,2024-01-21 06:34:00,2024-01-21 06:57:41.680651560,23.69,50,50,1.0,3.11,Rain,0
2024-04-12,R041,S0310,2024-04-12 06:24:00,2024-04-12 06:27:49.373441820,3.82,67,50,1.34,2.27,Clear,0
